batch_id,step_hour,temperature,ph,dissolved_oxygen,turbidity,co2_concentration,light_intensity,water_level,previous_biomass,target_biomass
ZENODO-BATCH-03,71,29.67,8.57,7.18,76.43,420.7,692.3,0.34,3.037,3.061
ZENODO-BATCH-03,72,26.61,7.55,7.4,79.64,387.9,478.1,0.353,3.061,3.077
ZENODO-BATCH-03,73,31.48,7.98,8.3,77.56,388.9,793.2,0.325,3.077,3.08
ZENODO-BATCH-03,74,24.68,8.26,5.97,81.41,451.5,758.5,0.39,3.08,3.127
ZENODO-BATCH-03,75,26.49,8.68,8.33,79.71,446.9,860.3,0.342,3.127,3.081
ZENODO-BATCH-03,76,29.52,7.65,6.91,79.82,413.8,620.9,0.359,3.081,3.102
ZENODO-BATCH-03,77,31.66,8.08,8.03,77.39,503.1,633.9,0.365,3.102,3.118
ZENODO-BATCH-03,78,28.77,8.72,7.75,78.4,385.0,616.9,0.299,3.118,3.11
ZENODO-BATCH-03,79,25.93,7.91,7.0,77.23,496.9,939.1,0.373,3.11,3.1
ZENODO-BATCH-03,80,30.66,8.51,8.37,78.4,408.9,637.2,0.316,3.1,3.114
ZENODO-BATCH-03,81,33.01,8.42,7.65,75.74,434.4,806.5,0.352,3.114,3.131
ZENODO-BATCH-03,82,30.93,8.61,5.35,84.13,417.0,726.0,0.353,3.131,3.153
ZENODO-BATCH-03,83,30.54,8.22,6.86,79.76,501.6,915.7,0.364,3.153,3.168
ZENODO-BATCH-03,84,25.25,7.7,7.71,74.52,502.2,910.5,0.352,3.168,3.169
ZENODO-BATCH-03,85,29.64,8.01,7.15,84.04,525.0,591.8,0.359,3.169,3.158
ZENODO-BATCH-03,86,28.98,8.84,7.01,82.21,461.8,1047.5,0.355,3.158,3.183
ZENODO-BATCH-03,87,26.01,8.12,7.5,80.08,414.5,518.9,0.366,3.183,3.196
ZENODO-BATCH-03,88,31.28,9.12,6.4,86.06,431.2,732.6,0.328,3.196,3.173
ZENODO-BATCH-03,89,31.54,7.86,6.64,87.25,453.2,596.7,0.369,3.173,3.166
ZENODO-BATCH-03,90,27.42,8.18,8.31,78.1,453.1,817.4,0.373,3.166,3.179
ZENODO-BATCH-03,91,32.3,8.03,6.79,77.95,436.2,667.0,0.317,3.179,3.182
ZENODO-BATCH-03,92,32.28,7.97,6.31,79.52,536.6,604.3,0.317,3.182,3.174
ZENODO-BATCH-03,93,24.13,8.19,7.27,81.58,402.1,890.7,0.358,3.174,3.178
ZENODO-BATCH-03,94,28.99,7.88,8.15,77.19,516.1,989.7,0.37,3.178,3.195
ZENODO-BATCH-03,95,30.14,7.56,8.53,79.7,472.5,681.3,0.364,3.195,3.221
ZENODO-BATCH-03,96,28.61,8.13,7.11,81.71,386.9,661.1,0.36,3.221,3.227
ZENODO-BATCH-03,97,26.34,8.19,5.92,88.03,468.5,777.0,0.341,3.227,3.22
ZENODO-BATCH-03,98,28.54,8.21,7.85,83.92,518.1,1002.3,0.331,3.22,3.229
ZENODO-BATCH-03,99,26.75,7.86,8.49,84.26,446.5,1026.9,0.37,3.229,3.236
ZENODO-BATCH-04,0,28.69,8.58,7.9,21.94,404.3,806.8,0.368,0.556,0.613
ZENODO-BATCH-04,1,30.21,8.16,6.57,26.4,566.4,913.1,0.322,0.613,0.704
ZENODO-BATCH-04,2,27.92,8.9,6.72,33.47,491.2,479.1,0.384,0.704,0.726
ZENODO-BATCH-04,3,27.13,8.64,7.22,27.93,458.0,650.3,0.312,0.726,0.769
ZENODO-BATCH-04,4,27.27,8.9,6.98,31.29,496.6,493.8,0.344,0.769,0.808
ZENODO-BATCH-04,5,29.93,8.69,6.33,38.62,432.4,660.4,0.333,0.808,0.887
ZENODO-BATCH-04,6,25.12,7.65,7.64,31.14,484.6,806.7,0.345,0.887,0.923
ZENODO-BATCH-04,7,28.71,7.25,7.34,33.41,421.7,678.6,0.41,0.923,0.942
ZENODO-BATCH-04,8,30.8,8.47,8.85,34.14,487.3,795.6,0.327,0.942,1.011
ZENODO-BATCH-04,9,29.89,7.84,7.98,30.5,446.7,644.9,0.368,1.011,1.094
ZENODO-BATCH-04,10,26.73,7.68,9.14,31.94,446.1,680.9,0.359,1.094,1.142
ZENODO-BATCH-04,11,31.05,9.19,8.7,34.52,375.4,434.5,0.358,1.142,1.166
ZENODO-BATCH-04,12,21.91,8.25,6.39,34.88,501.6,779.0,0.352,1.166,1.18
ZENODO-BATCH-04,13,26.26,8.07,7.89,38.07,489.3,540.8,0.345,1.18,1.232
ZENODO-BATCH-04,14,27.75,8.23,8.37,39.95,410.0,1191.7,0.37,1.232,1.377
ZENODO-BATCH-04,15,29.43,8.43,8.08,38.34,515.1,710.4,0.337,1.377,1.489
ZENODO-BATCH-04,16,26.5,8.22,7.17,47.3,439.4,942.7,0.351,1.489,1.552
ZENODO-BATCH-04,17,26.98,8.35,5.7,44.24,437.9,936.0,0.362,1.552,1.638
ZENODO-BATCH-04,18,26.94,8.17,7.92,49.99,360.7,611.1,0.375,1.638,1.712
ZENODO-BATCH-04,19,28.0,8.25,6.61,51.04,490.1,827.8,0.352,1.712,1.858
ZENODO-BATCH-04,20,30.26,8.61,7.53,57.09,523.5,735.1,0.333,1.858,1.959
ZENODO-BATCH-04,21,27.39,8.03,7.36,60.2,480.8,773.4,0.356,1.959,2.078
ZENODO-BATCH-04,22,28.98,8.67,8.65,55.17,477.9,534.1,0.346,2.078,2.143
ZENODO-BATCH-04,23,25.78,7.9,7.21,56.42,396.7,653.3,0.368,2.143,2.22
ZENODO-BATCH-04,24,29.78,8.71,6.33,61.36,498.5,601.6,0.368,2.22,2.295
ZENODO-BATCH-04,25,25.56,7.85,7.57,65.03,417.3,827.5,0.323,2.295,2.324
ZENODO-BATCH-04,26,29.88,8.53,7.41,60.1,486.2,594.6,0.339,2.324,2.372
ZENODO-BATCH-04,27,29.37,7.55,7.74,63.2,448.1,737.2,0.344,2.372,2.432
ZENODO-BATCH-04,28,29.34,8.39,7.81,62.45,390.9,804.5,0.362,2.432,2.513
ZENODO-BATCH-04,29,28.4,8.19,8.07,69.15,524.4,780.1,0.324,2.513,2.62
ZENODO-BATCH-04,30,29.47,8.74,7.4,70.07,506.1,1082.2,0.371,2.62,2.673
ZENODO-BATCH-04,31,27.62,8.95,7.6,71.91,529.0,572.7,0.322,2.673,2.667
ZENODO-BATCH-04,32,30.06,8.65,8.76,67.5,465.6,613.4,0.34,2.667,2.735
ZENODO-BATCH-04,33,33.41,8.25,6.61,75.86,520.4,902.1,0.34,2.735,2.786
ZENODO-BATCH-04,34,29.91,7.85,6.93,77.95,436.1,1077.7,0.357,2.786,2.847
ZENODO-BATCH-04,35,29.54,8.46,5.18,75.36,485.1,727.8,0.344,2.847,2.874
ZENODO-BATCH-04,36,29.47,8.16,6.83,75.01,530.8,1036.0,0.347,2.874,2.918
ZENODO-BATCH-04,37,28.99,7.91,7.7,78.88,488.0,516.5,0.334,2.918,2.941
ZENODO-BATCH-04,38,29.13,8.62,6.79,76.08,480.5,713.9,0.346,2.941,2.958
ZENODO-BATCH-04,39,28.06,7.55,7.0,76.89,447.2,631.6,0.345,2.958,2.982
ZENODO-BATCH-04,40,30.69,7.96,6.81,75.29,413.1,503.4,0.343,2.982,2.985
ZENODO-BATCH-04,41,27.36,8.33,6.87,77.58,434.9,827.1,0.331,2.985,3.0
ZENODO-BATCH-04,42,29.93,7.45,7.35,79.05,473.5,655.3,0.404,3.0,2.996
ZENODO-BATCH-04,43,28.26,7.45,7.93,77.56,422.5,705.5,0.339,2.996,2.998
ZENODO-BATCH-04,44,32.85,8.11,7.59,79.14,496.6,1049.9,0.357,2.998,2.985
ZENODO-BATCH-04,45,27.8,8.63,7.16,81.41,396.8,711.2,0.384,2.985,3.005
ZENODO-BATCH-04,46,30.88,8.09,8.45,77.38,418.4,413.3,0.345,3.005,3.02
ZENODO-BATCH-04,47,33.26,8.98,7.44,82.87,452.8,1119.4,0.32,3.02,3.007
ZENODO-BATCH-04,48,29.04,7.76,6.71,76.51,422.3,614.0,0.339,3.007,3.039
ZENODO-BATCH-04,49,25.74,8.35,6.63,82.4,436.9,939.2,0.345,3.039,3.056
ZENODO-BATCH-04,50,27.17,8.47,7.53,76.72,490.7,521.6,0.344,3.056,3.058
ZENODO-BATCH-04,51,29.84,8.8,5.53,79.18,480.6,605.3,0.338,3.058,3.056
ZENODO-BATCH-04,52,26.16,7.95,5.41,77.41,451.6,772.6,0.308,3.056,3.076
ZENODO-BATCH-04,53,21.63,8.03,6.89,80.1,522.5,625.3,0.358,3.076,3.045
ZENODO-BATCH-04,54,30.42,8.35,5.53,78.13,636.7,811.5,0.384,3.045,3.072
ZENODO-BATCH-04,55,28.39,8.06,5.99,78.34,474.8,617.4,0.365,3.072,3.073
ZENODO-BATCH-04,56,27.37,8.82,6.62,81.66,476.1,623.6,0.365,3.073,3.11
ZENODO-BATCH-04,57,28.06,8.55,6.62,79.84,518.3,737.7,0.365,3.11,3.12
ZENODO-BATCH-04,58,28.73,8.36,8.46,83.25,469.7,699.1,0.37,3.12,3.125
ZENODO-BATCH-04,59,26.28,8.68,6.72,75.83,526.3,877.7,0.345,3.125,3.125
ZENODO-BATCH-04,60,30.99,8.04,7.46,81.01,451.4,835.3,0.327,3.125,3.089
ZENODO-BATCH-04,61,28.03,7.52,7.57,77.11,495.0,937.1,0.38,3.089,3.124
ZENODO-BATCH-04,62,30.83,8.14,6.54,79.14,410.2,924.4,0.338,3.124,3.118
ZENODO-BATCH-04,63,31.56,8.13,5.74,74.86,434.3,783.5,0.355,3.118,3.126
ZENODO-BATCH-04,64,25.08,9.14,8.21,82.4,464.8,884.0,0.333,3.126,3.13
ZENODO-BATCH-04,65,29.16,8.82,5.88,80.49,473.0,851.8,0.331,3.13,3.138
ZENODO-BATCH-04,66,25.67,9.34,7.26,78.18,487.1,993.0,0.346,3.138,2.668
ZENODO-BATCH-04,67,29.14,7.69,5.67,69.46,453.0,780.2,0.333,2.668,2.743
ZENODO-BATCH-04,68,29.89,7.65,8.07,72.07,390.4,807.5,0.341,2.743,2.799
ZENODO-BATCH-04,69,25.28,7.62,5.98,72.22,506.7,615.0,0.293,2.799,2.823
ZENODO-BATCH-04,70,31.5,8.04,5.7,74.68,511.9,645.9,0.342,2.823,2.866
ZENODO-BATCH-04,71,27.23,8.27,7.56,75.23,430.4,272.1,0.33,2.866,2.9
ZENODO-BATCH-04,72,27.64,8.33,7.69,74.04,450.7,546.7,0.353,2.9,2.938
ZENODO-BATCH-04,73,30.29,7.33,7.54,72.52,444.9,928.6,0.374,2.938,2.938
ZENODO-BATCH-04,74,27.78,7.9,6.76,73.03,421.4,1032.3,0.354,2.938,2.964
ZENODO-BATCH-04,75,29.29,8.1,5.99,82.47,436.2,703.2,0.356,2.964,2.997
ZENODO-BATCH-04,76,29.06,8.56,7.36,75.73,536.6,491.5,0.383,2.997,3.047
ZENODO-BATCH-04,77,30.44,8.5,8.16,73.13,448.8,762.1,0.353,3.047,3.048
ZENODO-BATCH-04,78,28.04,8.39,5.64,73.6,514.9,709.8,0.353,3.048,3.08
ZENODO-BATCH-04,79,28.26,8.44,8.03,79.37,517.6,564.5,0.362,3.08,3.104
ZENODO-BATCH-04,80,26.73,8.64,6.62,76.41,508.2,1016.9,0.357,3.104,3.122
ZENODO-BATCH-04,81,29.63,7.41,6.96,81.85,447.3,510.9,0.326,3.122,3.13
ZENODO-BATCH-04,82,28.01,7.91,6.81,82.33,534.5,908.8,0.338,3.13,3.134
ZENODO-BATCH-04,83,28.15,8.58,7.26,80.68,519.3,376.3,0.342,3.134,3.14
ZENODO-BATCH-04,84,24.17,8.92,7.96,82.5,479.9,727.4,0.33,3.14,3.137
ZENODO-BATCH-04,85,30.62,7.29,7.55,78.89,432.9,702.2,0.359,3.137,3.129
ZENODO-BATCH-04,86,28.22,7.85,4.87,77.72,443.4,871.6,0.343,3.129,3.114
ZENODO-BATCH-04,87,25.41,8.3,6.71,79.13,474.1,959.2,0.359,3.114,3.111
ZENODO-BATCH-04,88,25.61,7.46,7.12,77.6,467.1,649.8,0.342,3.111,3.123
ZENODO-BATCH-04,89,25.21,8.6,6.03,83.63,426.1,539.6,0.34,3.123,3.135
ZENODO-BATCH-04,90,30.95,8.48,6.58,77.38,445.1,521.3,0.377,3.135,3.155
ZENODO-BATCH-04,91,30.73,9.07,9.03,76.8,492.1,646.3,0.338,3.155,3.129
ZENODO-BATCH-04,92,30.28,7.4,7.35,81.5,479.7,653.0,0.359,3.129,3.152
ZENODO-BATCH-04,93,26.12,7.95,7.92,84.89,497.4,580.9,0.359,3.152,3.139
ZENODO-BATCH-04,94,32.67,8.94,5.87,78.85,540.2,852.4,0.34,3.139,3.152
ZENODO-BATCH-04,95,25.87,8.59,7.43,78.8,491.3,966.7,0.33,3.152,3.175
ZENODO-BATCH-04,96,30.45,8.23,6.34,78.01,368.8,644.8,0.388,3.175,3.181
ZENODO-BATCH-04,97,31.02,7.69,7.21,76.98,502.2,753.2,0.407,3.181,3.199
ZENODO-BATCH-04,98,28.07,8.6,7.38,84.19,427.0,799.4,0.313,3.199,3.204
ZENODO-BATCH-04,99,30.1,8.73,6.5,86.05,466.7,786.2,0.336,3.204,3.226
ZENODO-BATCH-05,0,31.41,7.69,6.59,27.57,491.9,365.4,0.356,0.498,0.515
ZENODO-BATCH-05,1,27.56,8.37,7.22,25.16,425.9,486.4,0.344,0.515,0.607
ZENODO-BATCH-05,2,28.75,7.87,6.09,24.51,388.5,975.3,0.338,0.607,0.664
ZENODO-BATCH-05,3,28.42,8.37,6.75,24.15,464.1,912.4,0.37,0.664,0.722
ZENODO-BATCH-05,4,31.51,8.76,6.47,33.08,442.0,577.4,0.357,0.722,0.769
ZENODO-BATCH-05,5,31.09,8.62,7.8,27.54,508.8,720.0,0.379,0.769,0.8
ZENODO-BATCH-05,6,31.11,8.41,9.24,27.04,449.2,666.7,0.337,0.8,0.87
ZENODO-BATCH-05,7,31.45,9.28,8.78,28.63,402.8,838.3,0.35,0.87,0.866
ZENODO-BATCH-05,8,30.59,8.36,6.56,29.49,517.9,782.1,0.377,0.866,0.987
ZENODO-BATCH-05,9,30.0,7.84,6.9,36.01,496.4,355.4,0.347,0.987,1.069
ZENODO-BATCH-05,10,31.56,7.72,5.4,36.17,433.9,976.7,0.326,1.069,1.114
ZENODO-BATCH-05,11,28.28,8.4,6.2,30.31,437.8,687.4,0.35,1.114,1.205
ZENODO-BATCH-05,12,26.18,8.14,8.47,44.49,503.2,681.6,0.328,1.205,1.273
ZENODO-BATCH-05,13,28.93,8.48,5.76,37.51,435.6,1160.0,0.38,1.273,1.384
ZENODO-BATCH-05,14,25.71,8.09,7.26,45.44,490.4,568.7,0.336,1.384,1.455
ZENODO-BATCH-05,15,23.88,8.66,7.3,43.4,522.6,753.3,0.334,1.455,1.492
ZENODO-BATCH-05,16,26.57,8.05,6.59,48.43,408.3,680.1,0.353,1.492,1.583
ZENODO-BATCH-05,17,28.39,7.88,6.63,48.5,479.5,917.1,0.368,1.583,1.682
ZENODO-BATCH-05,18,28.25,8.03,7.35,53.14,483.9,1194.0,0.359,1.682,1.812
ZENODO-BATCH-05,19,27.03,8.63,6.19,52.26,411.9,688.5,0.381,1.812,1.876
ZENODO-BATCH-05,20,27.91,8.61,7.46,56.7,394.8,667.2,0.374,1.876,1.95
ZENODO-BATCH-05,21,31.67,8.35,5.98,55.06,485.8,943.4,0.385,1.95,2.046
ZENODO-BATCH-05,22,25.14,8.48,8.32,52.38,547.1,918.5,0.361,2.046,2.102
ZENODO-BATCH-05,23,27.02,8.36,6.79,56.63,450.5,501.1,0.339,2.102,2.18
ZENODO-BATCH-05,24,29.22,7.13,7.04,57.78,444.8,292.2,0.354,2.18,2.193
ZENODO-BATCH-05,25,28.82,7.92,7.64,66.56,468.0,902.4,0.351,2.193,2.303
ZENODO-BATCH-05,26,27.28,8.62,7.46,61.66,465.4,425.2,0.353,2.303,2.344
ZENODO-BATCH-05,27,26.53,8.3,5.09,63.9,539.7,519.6,0.344,2.344,2.419
ZENODO-BATCH-05,28,26.21,8.76,7.7,61.01,434.5,469.1,0.371,2.419,2.492
ZENODO-BATCH-05,29,26.26,7.66,6.8,62.24,444.3,810.5,0.362,2.492,2.505
ZENODO-BATCH-05,30,27.01,8.74,8.16,68.13,532.0,620.3,0.356,2.505,2.554
ZENODO-BATCH-05,31,28.9,8.09,5.43,68.66,411.9,675.0,0.372,2.554,2.63
ZENODO-BATCH-05,32,29.5,7.88,8.29,61.98,447.2,539.8,0.327,2.63,2.679
ZENODO-BATCH-05,33,31.36,7.47,9.26,66.75,471.9,507.5,0.323,2.679,2.705
ZENODO-BATCH-05,34,31.51,7.97,7.69,73.48,479.5,428.1,0.386,2.705,2.755
ZENODO-BATCH-05,35,27.84,9.35,8.65,67.07,432.5,648.3,0.321,2.755,2.343
ZENODO-BATCH-05,36,28.5,8.15,7.25,60.87,419.1,898.9,0.343,2.343,2.442
ZENODO-BATCH-05,37,30.63,9.2,7.17,68.53,347.0,824.3,0.351,2.442,2.461
ZENODO-BATCH-05,38,31.63,8.43,7.32,64.43,440.3,1000.6,0.367,2.461,2.511
ZENODO-BATCH-05,39,26.93,7.91,5.96,65.07,377.4,814.1,0.387,2.511,2.573
ZENODO-BATCH-05,40,24.78,8.29,8.27,68.28,389.7,590.6,0.374,2.573,2.617
ZENODO-BATCH-05,41,33.26,8.59,7.72,68.74,469.0,806.3,0.343,2.617,2.649
ZENODO-BATCH-05,42,27.32,8.09,6.29,72.65,511.8,720.0,0.365,2.649,2.723
ZENODO-BATCH-05,43,26.48,7.49,8.0,74.19,468.4,820.7,0.336,2.723,2.761
ZENODO-BATCH-05,44,28.26,8.44,7.62,72.81,423.0,788.8,0.382,2.761,2.792
ZENODO-BATCH-05,45,26.78,7.45,6.8,70.92,494.4,952.2,0.322,2.792,2.802
ZENODO-BATCH-05,46,28.77,8.28,5.99,73.57,428.8,961.5,0.327,2.802,2.848
ZENODO-BATCH-05,47,27.77,8.05,6.9,72.96,433.6,898.2,0.364,2.848,2.9
ZENODO-BATCH-05,48,29.33,8.31,8.98,72.66,515.3,515.8,0.35,2.9,2.939
ZENODO-BATCH-05,49,30.97,7.97,8.16,79.11,475.3,696.8,0.366,2.939,2.961
ZENODO-BATCH-05,50,29.5,7.93,7.64,76.53,511.8,872.2,0.343,2.961,3.021
ZENODO-BATCH-05,51,27.62,8.72,6.12,78.74,445.0,781.0,0.354,3.021,3.064
ZENODO-BATCH-05,52,26.35,9.28,6.73,80.83,477.0,788.2,0.356,3.064,3.08
ZENODO-BATCH-05,53,26.05,8.88,7.02,79.98,487.4,785.1,0.331,3.08,3.089
ZENODO-BATCH-05,54,25.04,8.61,6.38,80.03,427.2,899.4,0.344,3.089,3.091
ZENODO-BATCH-05,55,28.35,8.35,5.02,80.05,403.6,473.7,0.369,3.091,3.12
ZENODO-BATCH-05,56,25.66,8.26,5.96,84.84,434.7,758.7,0.385,3.12,3.121
ZENODO-BATCH-05,57,29.78,8.03,5.88,80.91,542.2,540.8,0.344,3.121,3.157
ZENODO-BATCH-05,58,30.74,7.5,7.02,77.23,460.9,719.5,0.362,3.157,3.154
ZENODO-BATCH-05,59,29.7,8.56,7.1,81.49,447.0,746.9,0.365,3.154,3.144
ZENODO-BATCH-05,60,25.42,7.58,7.11,79.45,496.3,982.0,0.341,3.144,3.163
ZENODO-BATCH-05,61,33.26,7.98,7.03,81.56,461.3,924.9,0.38,3.163,3.17
ZENODO-BATCH-05,62,29.12,7.52,6.06,80.16,434.7,771.9,0.34,3.17,3.188
ZENODO-BATCH-05,63,25.84,7.89,6.67,84.9,400.3,762.4,0.317,3.188,3.184
ZENODO-BATCH-05,64,28.46,8.66,6.35,79.29,446.0,590.0,0.329,3.184,3.178
ZENODO-BATCH-05,65,27.54,8.38,7.59,79.5,474.4,559.6,0.341,3.178,3.182
ZENODO-BATCH-05,66,27.99,8.35,6.69,79.45,463.1,1002.6,0.332,3.182,3.163
ZENODO-BATCH-05,67,30.83,7.25,6.79,85.92,420.9,807.9,0.332,3.163,3.164
ZENODO-BATCH-05,68,30.48,8.84,7.02,80.1,406.2,749.4,0.335,3.164,3.165
ZENODO-BATCH-05,69,28.16,8.44,7.52,85.57,454.0,820.3,0.339,3.165,3.161
ZENODO-BATCH-05,70,31.49,7.59,7.42,77.79,445.1,651.5,0.367,3.161,3.147
ZENODO-BATCH-05,71,25.0,8.84,6.85,80.4,411.2,773.6,0.374,3.147,3.144
ZENODO-BATCH-05,72,26.55,7.79,6.41,79.71,535.3,933.0,0.378,3.144,3.157
ZENODO-BATCH-05,73,32.03,8.18,6.31,81.88,496.0,661.0,0.373,3.157,3.153
ZENODO-BATCH-05,74,26.99,7.63,6.35,82.78,448.1,623.5,0.349,3.153,3.153
ZENODO-BATCH-05,75,30.16,7.89,8.44,79.96,465.5,900.6,0.398,3.153,3.153
ZENODO-BATCH-05,76,27.88,8.52,7.5,83.22,430.6,958.7,0.347,3.153,3.182
ZENODO-BATCH-05,77,27.9,7.5,7.09,82.9,422.5,853.9,0.366,3.182,3.182
ZENODO-BATCH-05,78,27.06,6.95,8.41,80.38,448.6,845.7,0.358,3.182,3.198
ZENODO-BATCH-05,79,31.38,8.15,7.33,84.71,435.0,934.9,0.361,3.198,3.208
ZENODO-BATCH-05,80,27.67,8.74,6.76,80.35,434.4,697.6,0.389,3.208,3.227
ZENODO-BATCH-05,81,25.66,8.47,6.68,82.64,533.0,773.5,0.331,3.227,3.252
ZENODO-BATCH-05,82,26.29,7.09,6.39,80.44,502.7,730.8,0.367,3.252,3.25
ZENODO-BATCH-05,83,30.38,7.72,7.58,88.06,514.7,752.7,0.336,3.25,3.26
ZENODO-BATCH-05,84,23.85,8.64,8.01,78.78,468.8,617.2,0.339,3.26,3.283
ZENODO-BATCH-05,85,31.41,8.21,7.28,83.24,443.4,873.6,0.347,3.283,3.288
ZENODO-BATCH-05,86,25.48,8.14,6.27,86.23,542.7,776.6,0.36,3.288,3.26
ZENODO-BATCH-05,87,29.53,8.65,7.47,78.65,456.2,826.0,0.353,3.26,3.263
ZENODO-BATCH-05,88,27.58,7.93,6.28,88.16,516.4,1167.3,0.357,3.263,3.241
ZENODO-BATCH-05,89,28.69,8.31,8.09,82.55,477.1,490.6,0.38,3.241,3.279
ZENODO-BATCH-05,90,23.36,8.41,6.78,83.76,464.1,465.8,0.36,3.279,3.267
ZENODO-BATCH-05,91,26.6,9.12,7.64,83.89,383.4,799.8,0.346,3.267,3.279
ZENODO-BATCH-05,92,31.46,7.86,7.68,84.23,435.4,714.6,0.345,3.279,3.275
ZENODO-BATCH-05,93,28.23,9.02,7.12,81.77,477.0,1150.3,0.318,3.275,3.273
ZENODO-BATCH-05,94,26.71,7.98,7.29,87.54,461.3,1003.6,0.337,3.273,3.27
ZENODO-BATCH-05,95,27.2,7.54,8.55,80.23,435.2,709.0,0.387,3.27,3.253
ZENODO-BATCH-05,96,27.81,7.88,7.42,80.37,445.3,759.1,0.37,3.253,3.268
ZENODO-BATCH-05,97,26.68,9.22,6.43,86.52,454.9,1011.8,0.327,3.268,3.268
ZENODO-BATCH-05,98,30.82,9.24,7.35,81.07,404.6,581.3,0.373,3.268,3.269
ZENODO-BATCH-05,99,31.93,7.52,7.3,84.58,435.7,762.4,0.364,3.269,3.254
ZENODO-BATCH-06,0,30.9,8.14,6.44,20.94,472.6,855.0,0.356,0.542,0.594
ZENODO-BATCH-06,1,28.97,8.38,7.66,20.46,507.4,505.9,0.336,0.594,0.658
ZENODO-BATCH-06,2,27.39,8.3,6.89,28.38,369.7,654.6,0.344,0.658,0.713
ZENODO-BATCH-06,3,32.7,7.39,7.89,31.1,449.9,956.0,0.352,0.713,0.724
ZENODO-BATCH-06,4,25.75,8.89,8.19,29.71,470.0,699.6,0.329,0.724,0.74
ZENODO-BATCH-06,5,28.17,8.28,8.28,28.09,425.0,450.0,0.368,0.74,0.816
ZENODO-BATCH-06,6,27.76,8.86,8.12,34.63,470.4,683.9,0.334,0.816,0.837
ZENODO-BATCH-06,7,32.57,8.08,6.84,28.59,374.9,676.3,0.329,0.837,0.882
ZENODO-BATCH-06,8,30.89,8.34,6.5,29.2,410.7,775.4,0.386,0.882,0.987
ZENODO-BATCH-06,9,27.89,8.25,7.11,33.55,517.2,912.7,0.342,0.987,1.101
ZENODO-BATCH-06,10,30.73,8.25,7.51,31.67,533.7,831.4,0.356,1.101,1.166
ZENODO-BATCH-06,11,29.47,8.21,7.15,37.91,471.0,627.3,0.373,1.166,1.266
ZENODO-BATCH-06,12,30.98,8.15,6.68,39.89,438.5,814.8,0.352,1.266,1.374
ZENODO-BATCH-06,13,27.83,7.42,6.96,45.19,495.7,642.1,0.345,1.374,1.408
ZENODO-BATCH-06,14,24.64,8.18,7.06,42.95,416.5,632.8,0.36,1.408,1.458
ZENODO-BATCH-06,15,33.03,8.1,6.52,42.64,437.1,770.1,0.338,1.458,1.518
ZENODO-BATCH-06,16,34.37,7.93,7.52,49.25,457.2,645.0,0.355,1.518,1.266
ZENODO-BATCH-06,17,22.53,8.03,4.79,40.58,389.5,917.5,0.361,1.266,1.264
ZENODO-BATCH-06,18,26.04,7.81,7.6,37.24,431.8,739.9,0.293,1.264,1.308
ZENODO-BATCH-06,19,27.86,8.01,7.24,46.35,376.3,863.6,0.361,1.308,1.407
ZENODO-BATCH-06,20,29.31,7.44,7.2,38.83,498.0,289.4,0.374,1.407,1.451
ZENODO-BATCH-06,21,33.17,8.44,5.94,42.09,460.4,769.8,0.377,1.451,1.508
ZENODO-BATCH-06,22,24.59,7.72,8.36,39.65,444.4,978.3,0.348,1.508,1.557
ZENODO-BATCH-06,23,27.03,8.56,7.33,47.73,390.6,724.5,0.394,1.557,1.637
ZENODO-BATCH-06,24,31.19,8.34,7.39,45.51,410.9,757.7,0.371,1.637,1.753
ZENODO-BATCH-06,25,28.27,7.85,7.81,50.39,447.1,899.6,0.344,1.753,1.865
ZENODO-BATCH-06,26,29.23,7.35,7.09,48.95,501.8,518.2,0.34,1.865,1.885
ZENODO-BATCH-06,27,23.45,8.2,7.15,59.75,416.5,612.3,0.357,1.885,1.887
ZENODO-BATCH-06,28,31.4,8.69,6.83,58.04,469.1,579.8,0.354,1.887,1.956
ZENODO-BATCH-06,29,29.77,8.06,8.17,51.87,450.6,452.9,0.319,1.956,2.055
ZENODO-BATCH-06,30,26.04,7.89,6.42,53.29,398.5,643.8,0.364,2.055,2.091
ZENODO-BATCH-06,31,26.92,8.58,7.24,59.49,439.1,684.6,0.315,2.091,2.168
ZENODO-BATCH-06,32,27.48,8.7,7.32,59.64,510.8,517.1,0.343,2.168,2.228
ZENODO-BATCH-06,33,31.55,7.77,6.72,66.11,506.6,582.7,0.368,2.228,2.277
ZENODO-BATCH-06,34,30.2,7.73,7.58,57.11,469.0,855.9,0.337,2.277,2.356
ZENODO-BATCH-06,35,23.34,8.11,8.76,61.87,468.6,889.4,0.371,2.356,2.377
ZENODO-BATCH-06,36,28.38,7.54,5.57,63.55,434.8,550.7,0.351,2.377,2.395
ZENODO-BATCH-06,37,29.51,8.57,7.67,65.61,445.4,760.9,0.364,2.395,2.458
ZENODO-BATCH-06,38,29.19,8.79,6.78,64.06,554.4,612.6,0.351,2.458,2.513
ZENODO-BATCH-06,39,24.14,8.0,8.0,60.17,466.1,523.4,0.363,2.513,2.566
ZENODO-BATCH-06,40,29.24,7.9,6.67,66.63,467.9,748.3,0.354,2.566,2.63
ZENODO-BATCH-06,41,26.78,7.61,7.61,70.83,486.3,746.3,0.366,2.63,2.656
ZENODO-BATCH-06,42,30.6,7.64,8.06,71.89,416.6,557.9,0.369,2.656,2.707
