station_code,station_name,latitude,longitude,observation_timestamp,air_temperature_c,quality_code
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 13:00:00,31.52,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 13:00:00,32.14,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 13:00:00,31.75,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 13:00:00,32.12,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 14:00:00,31.78,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 14:00:00,31.93,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 14:00:00,32.02,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 14:00:00,31.6,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 14:00:00,32.3,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 15:00:00,31.68,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 15:00:00,31.79,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 15:00:00,31.48,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 15:00:00,30.86,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 15:00:00,31.8,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 16:00:00,32.5,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 16:00:00,31.84,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 16:00:00,31.52,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 16:00:00,31.43,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 16:00:00,31.54,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 17:00:00,31.19,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 17:00:00,30.5,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 17:00:00,31.42,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 17:00:00,31.26,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 17:00:00,31.26,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 18:00:00,30.43,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 18:00:00,30.26,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 18:00:00,30.52,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 18:00:00,30.49,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 18:00:00,30.11,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 19:00:00,29.18,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 19:00:00,29.45,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 19:00:00,30.03,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 19:00:00,28.91,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 19:00:00,28.82,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 20:00:00,28.57,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 20:00:00,28.52,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 20:00:00,28.57,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 20:00:00,28.6,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 20:00:00,28.41,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 21:00:00,28.19,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 21:00:00,26.95,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 21:00:00,27.26,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 21:00:00,27.55,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 21:00:00,26.94,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 22:00:00,26.68,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 22:00:00,27.41,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 22:00:00,26.76,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 22:00:00,26.84,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 22:00:00,26.25,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-18 23:00:00,25.78,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-18 23:00:00,25.88,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-18 23:00:00,25.9,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-18 23:00:00,26.54,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-18 23:00:00,26.25,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 00:00:00,25.02,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 00:00:00,25.57,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 00:00:00,25.67,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 00:00:00,25.92,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 00:00:00,26.1,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 01:00:00,24.71,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 01:00:00,24.79,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 01:00:00,24.62,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 01:00:00,25.03,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 01:00:00,25.31,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 02:00:00,25.39,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 02:00:00,24.97,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 02:00:00,24.87,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 02:00:00,25.06,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 02:00:00,24.67,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 03:00:00,25.96,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 03:00:00,24.48,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 03:00:00,25.19,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 03:00:00,25.93,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 03:00:00,25.12,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 04:00:00,25.39,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 04:00:00,25.33,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 04:00:00,25.4,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 04:00:00,26.02,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 04:00:00,24.58,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 05:00:00,26.64,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 05:00:00,25.46,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 05:00:00,25.92,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 05:00:00,25.85,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 05:00:00,26.26,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 06:00:00,26.11,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 06:00:00,26.93,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 06:00:00,27.56,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 06:00:00,26.2,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 06:00:00,26.83,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 07:00:00,27.33,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 07:00:00,27.76,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 07:00:00,27.6,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 07:00:00,27.34,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 07:00:00,27.79,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 08:00:00,29.22,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 08:00:00,28.42,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 08:00:00,28.79,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 08:00:00,27.98,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 08:00:00,28.12,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 09:00:00,29.59,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 09:00:00,30.0,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 09:00:00,29.55,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 09:00:00,29.28,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 09:00:00,29.41,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 10:00:00,29.75,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 10:00:00,30.49,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 10:00:00,30.6,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 10:00:00,30.07,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 10:00:00,30.06,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 11:00:00,31.08,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 11:00:00,30.8,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 11:00:00,30.95,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 11:00:00,31.81,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 11:00:00,30.88,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 12:00:00,31.39,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 12:00:00,31.27,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 12:00:00,31.83,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 12:00:00,31.46,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 12:00:00,31.27,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 13:00:00,32.41,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 13:00:00,32.45,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 13:00:00,31.64,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 13:00:00,31.13,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 13:00:00,32.28,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 14:00:00,31.73,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 14:00:00,32.32,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 14:00:00,31.21,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 14:00:00,32.36,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 14:00:00,31.52,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 15:00:00,32.17,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 15:00:00,31.89,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 15:00:00,31.5,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 15:00:00,31.72,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 15:00:00,32.16,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 16:00:00,31.57,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 16:00:00,31.76,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 16:00:00,32.32,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 16:00:00,30.91,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 16:00:00,32.18,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 17:00:00,31.02,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 17:00:00,30.62,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 17:00:00,30.44,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 17:00:00,30.9,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 17:00:00,31.34,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 18:00:00,30.2,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 18:00:00,30.85,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 18:00:00,29.67,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 18:00:00,30.25,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 18:00:00,29.75,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 19:00:00,29.55,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 19:00:00,29.76,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 19:00:00,29.24,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 19:00:00,28.36,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 19:00:00,29.49,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 20:00:00,28.67,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 20:00:00,28.66,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 20:00:00,28.99,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 20:00:00,28.07,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 20:00:00,28.77,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 21:00:00,28.07,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 21:00:00,26.88,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 21:00:00,27.72,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 21:00:00,27.39,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 21:00:00,27.56,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 22:00:00,26.89,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 22:00:00,26.56,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 22:00:00,26.48,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 22:00:00,26.76,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 22:00:00,26.32,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-19 23:00:00,25.59,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-19 23:00:00,26.3,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-19 23:00:00,25.57,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-19 23:00:00,26.29,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-19 23:00:00,26.21,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 00:00:00,24.78,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 00:00:00,25.2,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 00:00:00,25.95,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 00:00:00,25.08,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 00:00:00,25.28,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 01:00:00,25.3,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 01:00:00,25.43,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 01:00:00,25.02,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 01:00:00,24.88,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 01:00:00,25.69,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 02:00:00,25.7,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 02:00:00,25.39,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 02:00:00,25.03,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 02:00:00,24.68,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 02:00:00,24.67,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 03:00:00,25.33,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 03:00:00,25.29,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 03:00:00,25.68,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 03:00:00,25.38,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 03:00:00,24.52,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 04:00:00,25.89,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 04:00:00,25.07,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 04:00:00,25.32,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 04:00:00,25.57,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 04:00:00,26.27,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 05:00:00,27.27,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 05:00:00,26.27,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 05:00:00,25.95,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 05:00:00,26.24,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 05:00:00,26.38,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 06:00:00,26.62,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 06:00:00,27.47,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 06:00:00,26.84,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 06:00:00,26.95,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 06:00:00,27.02,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 07:00:00,27.76,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 07:00:00,27.93,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 07:00:00,27.35,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 07:00:00,27.37,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 07:00:00,27.15,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 08:00:00,28.68,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 08:00:00,28.81,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 08:00:00,28.68,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 08:00:00,29.17,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 08:00:00,28.5,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 09:00:00,29.67,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 09:00:00,28.97,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 09:00:00,29.25,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-20 09:00:00,29.68,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-20 09:00:00,29.75,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-20 10:00:00,30.13,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-20 10:00:00,30.22,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-20 10:00:00,29.64,PASSED_QC
