SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
121,BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES CO. OP.LTD VATVA AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,DASKROI,-,-,-,-,-,-,-,-,22.95593800,72.63945900,01-04-2021 08:30,2855,Other,"","","",""
122,BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES CO. OP.LTD VATVA AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,DASKROI,-,-,-,-,-,-,-,-,22.95593800,72.63945900,01-10-2021 08:30,2708,Other,"","","",""
123,BOREWELL NEAR TSDF SITE OF NARODA ENVIRO PROJECT.LTD ODHAVE AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.08213600,72.66846000,01-04-2021 08:30,2474,Other,"",2,"",""
124,BOREWELL NEAR TSDF SITE OF NARODA ENVIRO PROJECT.LTD ODHAVE AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.08213600,72.66846000,01-12-2021 08:30,2350,Other,"","","",""
125,BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED NADESARI VADODARA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.41372500,73.09099400,02-04-2021 08:30,11165,Clear,"",45,"",""
126,BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED NADESARI VADODARA,CPCB,24,Gujarat,461,Vadodara,VADODARA,-,-,-,-,-,-,-,-,22.41372500,73.09099400,01-10-2021 08:30,9271,Other,"",5.9,"",""
127,BOREWELL OF AJI GIDC RAJKOT,CPCB,24,Gujarat,457,Rajkot,RAJKOT,-,-,-,-,-,-,-,-,22.27959400,70.83513800,08-04-2021 08:30,1526,Clear,"",2,"",""
128,BORE WELL OF CHHATRAL GIDC.,CPCB,24,Gujarat,459,Surat,CHORASI,-,-,-,-,-,-,-,-,21.09307800,72.85745600,06-04-2021 08:30,2324,Clear,"","","",""
129,BOREWELL OF GAYATRI PRAGNA SCHOOL BHADARWAD ROAD BAZAR FALIA SARIGAM VALSAD,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.28467200,72.85506700,03-04-2021 08:30,994,Clear,"","","",""
130,BOREWELL OF GAYATRI PRAGNA SCHOOL BHADARWAD ROAD BAZAR FALIA SARIGAM VALSAD,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.28467200,72.85506700,04-10-2021 08:30,817,Clear,"","","",""
131,BOREWELL OF GIDC ANTALIA WATER SUPPLY BILLIMORA GANDEVI,CPCB,24,Gujarat,453,Navsari,GANDEVI,-,-,-,-,-,-,-,-,20.76872200,73.00164000,04-04-2021 08:30,2398,Clear,"","","",""
132,BOREWELL OF GIDC ANTALIA WATER SUPPLY BILLIMORA GANDEVI,CPCB,24,Gujarat,453,Navsari,GANDEVI,-,-,-,-,-,-,-,-,20.76872200,73.00164000,02-10-2021 08:30,1847,Clear,"","","",""
133,BOREWELL OF GIDC JHAGADIA,CPCB,24,Gujarat,442,Bharuch,JHAGADIA,-,-,-,-,-,-,-,-,21.63696900,73.13179300,05-04-2021 08:30,1731,Clear,"","","",""
134,BOREWELL OF GIDC JHAGADIA,CPCB,24,Gujarat,442,Bharuch,JHAGADIA,-,-,-,-,-,-,-,-,21.63696900,73.13179300,05-10-2021 08:30,2193,Clear,"","","",""
135,BOREWELL OF GIDC JUNAGADH,CPCB,24,Gujarat,448,Junagadh,JUNAGADH,-,-,-,-,-,-,-,-,21.52153200,70.45703300,08-04-2021 08:30,2509,Clear,"",2,"",""
136,BOREWELL OF GIDC JUNAGADH,CPCB,24,Gujarat,448,Junagadh,JUNAGADH,-,-,-,-,-,-,-,-,21.52153200,70.45703300,01-10-2021 08:30,3840,Clear,"",2,"",""
137,BOREWELL OF GIDC KALOL B/H GIDC OFFICE GIDC KALOL GANDHINAGAR,CPCB,24,Gujarat,446,Gandhinagar,KALOL,-,-,-,-,-,-,-,-,23.24624700,72.50928300,05-04-2021 08:30,2091,Clear,"","","",""
138,BOREWELL OF GIDC KANSARI,CPCB,24,Gujarat,441,Banaskantha,BHABHAR,-,-,-,-,-,-,-,-,24.32583900,72.14038000,05-04-2021 08:30,5249,Clear,"","","",""
139,BOREWELL OF GIDC KANSARI,CPCB,24,Gujarat,441,Banaskantha,BHABHAR,-,-,-,-,-,-,-,-,24.32583900,72.14038000,04-10-2021 08:30,4990,Clear,"",1.6,"",""
140,BOREWELL OF GIDC-NADIAD AT GIDC OFFICE GIDC NADIAD KHEDA,CPCB,24,Gujarat,450,Kheda,NADIAD,-,-,-,-,-,-,-,-,22.71031100,72.85289200,03-04-2021 08:30,2172,Clear,"","","",""
141,BOREWELL OF GIDC-NADIAD AT GIDC OFFICE GIDC NADIAD KHEDA,CPCB,24,Gujarat,450,Kheda,NADIAD,-,-,-,-,-,-,-,-,22.71031100,72.85289200,04-10-2021 08:30,3283,Clear,"",1.5,"",""
142,BOREWELL OF GIDC OFFICE SHANKAR TEKRI UDHYOGNAGAR JAMNANGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.47087800,70.05927500,03-04-2021 08:30,3309,Clear,"","","",""
143,BOREWELL OF GIDC OFFICE SHANKAR TEKRI UDHYOGNAGAR JAMNANGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.47087800,70.05927500,05-10-2021 08:30,3415,Clear,"",5,"",""
144,BOREWELL OF GIDC PANOLI,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63046500,73.02288200,01-04-2021 08:30,5238,Clear,"","","",""
145,BOREWELL OF GIDC PANOLI,CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.63046500,73.02288200,01-10-2021 08:30,5212,Clear,"","","",""
146,BOREWELL OF GIDC SOJITRA,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.53888100,72.72006100,05-04-2021 08:30,3146,Clear,"","","",""
147,BOREWELL OF GIDC SOJITRA,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.53888100,72.72006100,04-10-2021 08:30,3115,Clear,"",2,"",""
148,BOREWELL OF KALIAWADI GRID ROAD NAVSARI,CPCB,24,Gujarat,453,Navsari,NAVSARI,-,-,-,-,-,-,-,-,20.94968100,72.91502200,02-10-2021 08:30,2530,Clear,"","","",""
149,BOREWELL OF L & T LTD. PLOT NO. 144/146 SARKHEJ-BAVLA ROAD SANAND AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,SANAND,-,-,-,-,-,-,-,-,22.89497500,72.41787900,01-04-2021 08:30,4367,Clear,"","","",""
150,BOREWELL OF L & T LTD. PLOT NO. 144/146 SARKHEJ-BAVLA ROAD SANAND AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,SANAND,-,-,-,-,-,-,-,-,22.89497500,72.41787900,01-10-2021 08:30,3460,Clear,"","","",""
151,BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK NEW SMASHAN ROAD GANDHINAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.49805600,70.05861100,05-04-2021 08:30,3740,Clear,"","","",""
152,BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK NEW SMASHAN ROAD GANDHINAGAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.49805600,70.05861100,01-10-2021 08:30,2817,Clear,"","","",""
153,BOREWELL OF M/S ALFA ECA (I) LTD. UNIT-1 SR.NO. 249 UMA IND. ESTATE VASNA  IYAVA SANAND AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.02768700,72.51873600,08-04-2021 08:30,2028,Clear,"","","",""
154,BOREWELL OF M/S ALFA ECA (I) LTD. UNIT-1 SR.NO. 249 UMA IND. ESTATE VASNA  IYAVA SANAND AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.02768700,72.51873600,06-10-2021 08:30,1917,Clear,"",3,"",""
155,BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,CPCB,24,Gujarat,453,Navsari,NAVSARI,-,-,-,-,-,-,-,-,20.94645000,72.94973600,04-04-2021 08:30,2399,Clear,"","","",""
156,BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,CPCB,24,Gujarat,453,Navsari,NAVSARI,-,-,-,-,-,-,-,-,20.94645000,72.94973600,02-10-2021 08:30,2337,Clear,"","","",""
157,BORE WELL OF PALSANA VILLAGE.,CPCB,24,Gujarat,459,Surat,PALSANA,-,-,-,-,-,-,-,-,21.08207500,72.98539200,01-04-2021 08:30,1405,Clear,"","","",""
158,BORE WELL OF PALSANA VILLAGE.,CPCB,24,Gujarat,459,Surat,PALSANA,-,-,-,-,-,-,-,-,21.08207500,72.98539200,04-10-2021 08:30,1256,Clear,"","","",""
159,BORE WELL OF PIRANA TERMINAL PUMPING STATION PIRANA NR. V. N. BRIDGE AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.99119700,72.56691700,02-01-2021 08:30,2780,Clear,"",2,"",""
160,BORE WELL OF PIRANA TERMINAL PUMPING STATION PIRANA NR. V. N. BRIDGE AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.99119700,72.56691700,03-02-2021 08:30,2851,Clear,"",2,"",""
161,BORE WELL OF PIRANA TERMINAL PUMPING STATION PIRANA NR. V. N. BRIDGE AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.99119700,72.56691700,02-07-2021 08:30,3180,Clear,"","","",""
162,BORE WELL OF SACHIN GIDC.,CPCB,24,Gujarat,459,Surat,CHORASI,-,-,-,-,-,-,-,-,21.09307800,72.85745600,01-04-2021 08:30,8704,Clear,"","","",""
163,BORE WELL OF SACHIN GIDC.,CPCB,24,Gujarat,459,Surat,CHORASI,-,-,-,-,-,-,-,-,21.09307800,72.85745600,06-10-2021 08:30,7767,Clear,"","","",""
164,BORE WELL OF SANTEJ VILLAGE.,CPCB,24,Gujarat,446,Gandhinagar,KALOL,-,-,-,-,-,-,-,-,23.10170600,72.47466100,07-04-2021 08:30,2164,Clear,"","","",""
165,BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR OPP. MSW DUMPSITE VIBHAPAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.47916700,70.09750000,03-04-2021 08:30,8115,Clear,"",6,"",""
166,BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR OPP. MSW DUMPSITE VIBHAPAR,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.47916700,70.09750000,05-10-2021 08:30,4590,Clear,"",3,"",""
167,BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD. PLOT NO. 3059 ROAD NO.6 NR. MAHAVIR CIRCLE PHASE-III,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.41840400,70.04236600,03-04-2021 08:30,2410,Clear,"",2,"",""
168,BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD. PLOT NO. 3059 ROAD NO.6 NR. MAHAVIR CIRCLE PHASE-III,CPCB,24,Gujarat,447,Jamnagar,JAMNAGAR,-,-,-,-,-,-,-,-,22.41840400,70.04236600,01-10-2021 08:30,2631,Clear,"","","",""
169,BORE WELL OF SOMESHWAR RICE MILL NR. BAVLA ECO PROJECT (CETP ) VILL. BAVLA DIST. AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,SANAND,-,-,-,-,-,-,-,-,22.85542300,72.36573400,01-04-2021 08:30,5910,Clear,"","","",""
170,BORE WELL OF SOMESHWAR RICE MILL NR. BAVLA ECO PROJECT (CETP ) VILL. BAVLA DIST. AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,SANAND,-,-,-,-,-,-,-,-,22.85542300,72.36573400,01-10-2021 08:30,5155,Clear,"","","",""
171,BOREWELL OF TOWN RAJPIPLA DIST.NARMADA,CPCB,24,Gujarat,452,Narmada,NANDOD,-,-,-,-,-,-,-,-,21.87146700,73.50041700,05-04-2021 08:30,619,Clear,"","","",""
172,BOREWELL OF TOWN RAJPIPLA DIST.NARMADA,CPCB,24,Gujarat,452,Narmada,NANDOD,-,-,-,-,-,-,-,-,21.87146700,73.50041700,05-10-2021 08:30,853,Clear,"","","",""
173,BORE WELL SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ) VILL. BAVLA DIST. AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.08061600,72.66693000,01-04-2021 08:30,6041,Clear,"","","",""
174,BORE WELL SNR. VINAYAK JAL SUDDHIKARAN SAHAKARI MANDALI LTD. (CETP ) VILL. BAVLA DIST. AHMEDABAD.,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,23.08061600,72.66693000,01-10-2021 08:30,5462,Clear,"","","",""
175,B/W NEAR INDL. AREA BORASARA & NAVAPURA DIST. SURAT.,CPCB,24,Gujarat,459,Surat,SURAT CITY,-,-,-,-,-,-,-,-,21.19651700,72.83093600,01-04-2021 08:30,3077,Clear,"",2,"",""
176,B/W NEAR INDL. AREA BORASARA & NAVAPURA DIST. SURAT.,CPCB,24,Gujarat,459,Surat,SURAT CITY,-,-,-,-,-,-,-,-,21.19651700,72.83093600,01-10-2021 08:30,3348,Clear,"","","",""
177,B/W OF DISASTER PREVENTION AND MANAGEMANT CENTER(DPMC) GIDE ANKLE SHWAR FOR (MINARS),CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61661300,73.00895000,01-04-2021 08:30,1332,Clear,"","","",""
178,B/W OF DISASTER PREVENTION AND MANAGEMANT CENTER(DPMC) GIDE ANKLE SHWAR FOR (MINARS),CPCB,24,Gujarat,442,Bharuch,ANKLESVAR,-,-,-,-,-,-,-,-,21.61661300,73.00895000,10-12-2021 08:30,1049,Clear,"","","",""
179,B/W OF JASHWANTBHAI PARMAR S. NO. 18 AT: VILLAGE KALAMSAR TA KHAMBHAT,CPCB,24,Gujarat,440,Anand,KHAMBHAT,-,-,-,-,-,-,-,-,22.29160200,72.73921000,05-04-2021 08:30,1172,Clear,"","","",""
180,B/W OF JASHWANTBHAI PARMAR S. NO. 18 AT: VILLAGE KALAMSAR TA KHAMBHAT,CPCB,24,Gujarat,440,Anand,KHAMBHAT,-,-,-,-,-,-,-,-,22.29160200,72.73921000,04-10-2021 08:30,1265,Clear,"",1.5,"",""
181,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,02-01-2021 08:30,507,"","","","",""
182,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,03-02-2021 08:30,449,"","","","",""
183,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,02-03-2021 08:30,538,"","","","",""
184,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,03-04-2021 08:30,575,"","","","",""
185,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,03-05-2021 08:30,604,"","","","",""
186,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,07-06-2021 08:30,580,"","","","",""
187,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,02-07-2021 08:30,669,"","","","",""
188,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,05-08-2021 08:30,626,"","","","",""
189,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,01-09-2021 08:30,584,"","","","",""
190,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,04-10-2021 08:30,621,"","","","",""
191,CHANDOLA LAKE AT AHMEDABAD,CPCB,24,Gujarat,438,Ahmedabad,AHMADABAD CITY,-,-,-,-,-,-,-,-,22.98797200,72.58906700,02-11-2021 08:30,618,"","","","",""
192,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,04-01-2021 08:30,899,"","","","",""
193,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,01-02-2021 08:30,892,"","","","",""
194,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,03-03-2021 08:30,900,"","","","",""
195,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,03-04-2021 08:30,1470,"","","","",""
196,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,03-05-2021 08:30,1621,"","","","",""
197,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,03-06-2021 08:30,1146,"","","","",""
198,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,01-07-2021 08:30,1111,"","","","",""
199,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,02-08-2021 08:30,1095,"","","","",""
200,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,06-09-2021 08:30,1323,"","","","",""
201,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,04-10-2021 08:30,995,"","","","",""
202,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,01-11-2021 08:30,1230,"","","","",""
203,CITY LAKE OF NADIAD,CPCB,24,Gujarat,440,Anand,SOJITRA,-,-,-,-,-,-,-,-,22.60045300,72.76383600,01-12-2021 08:30,1616,"","","","",""
204,DAMANGANGA AT D/S OF GIDC WEIR VAPI,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.33642200,72.91572400,25-02-2021 08:30,"","","","","",""
205,DAMANGANGA AT D/S OF MADHUBAN DAMAN,CPCB,24,Gujarat,441,DAMAN,DAMAN,-,-,-,-,-,-,-,-,20.41181900,72.83326400,29-01-2021 08:30,"","","","","",""
206,DAMANGANGA AT D/S OF MADHUBAN DAMAN,CPCB,24,Gujarat,441,DAMAN,DAMAN,-,-,-,-,-,-,-,-,20.41181900,72.83326400,23-02-2021 08:30,"","","","","",""
207,DAMANGANGA AT D/S OF MADHUBAN DAMAN,CPCB,24,Gujarat,441,DAMAN,DAMAN,-,-,-,-,-,-,-,-,20.41181900,72.83326400,25-03-2021 08:30,"","","","","",""
208,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.35882500,72.88170800,01-01-2021 08:30,"","","","","",""
209,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.35882500,72.88170800,03-02-2021 08:30,"","","","","",""
210,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,CPCB,24,Gujarat,462,Valsad,UMBERGAON,-,-,-,-,-,-,-,-,20.35882500,72.88170800,03-03-2021 08:30,"","","","","",""
211,DEESA BOREWELL,CPCB,24,Gujarat,441,Banaskantha,BHABHAR,-,-,-,-,-,-,-,-,24.25708300,72.19308400,04-04-2021 08:30,820,Clear,"","","",""
212,DEESA BOREWELL,CPCB,24,Gujarat,441,Banaskantha,BHABHAR,-,-,-,-,-,-,-,-,24.25708300,72.19308400,01-10-2021 08:30,1128,Clear,"","","",""
213,DHADAR RIVER AT KOTHADA,CPCB,24,Gujarat,457,Rajkot,JAMKANDORNA,-,-,-,-,-,-,-,-,22.02327900,70.36872400,02-01-2021 08:30,"","","","","",""
214,DHADAR RIVER AT KOTHADA,CPCB,24,Gujarat,457,Rajkot,JAMKANDORNA,-,-,-,-,-,-,-,-,22.02327900,70.36872400,03-02-2021 08:30,"","","","","",""
215,DHADAR RIVER AT KOTHADA,CPCB,24,Gujarat,457,Rajkot,JAMKANDORNA,-,-,-,-,-,-,-,-,22.02327900,70.36872400,03-03-2021 08:30,"","","","","",""
216,DHAROI DAM DIST. MEHSANA.,CPCB,24,Gujarat,458,Sabarkantha,BAYAD,-,-,-,-,-,-,-,-,24.00424700,72.85473600,01-01-2021 08:30,"","","","","",""
217,DHAROI DAM DIST. MEHSANA.,CPCB,24,Gujarat,458,Sabarkantha,BAYAD,-,-,-,-,-,-,-,-,24.00424700,72.85473600,01-02-2021 08:30,"","","","","",""
218,DHAROI DAM DIST. MEHSANA.,CPCB,24,Gujarat,458,Sabarkantha,BAYAD,-,-,-,-,-,-,-,-,24.00424700,72.85473600,02-03-2021 08:30,"","","","","",""
219,DISCHARGE POINT OF DISTILLERY DAMAN,CPCB,24,Gujarat,441,DAMAN,DAMAN,-,-,-,-,-,-,-,-,20.39511100,72.86333100,29-01-2021 08:30,"","","","","",""
220,DISCHARGE POINT OF DISTILLERY DAMAN,CPCB,24,Gujarat,441,DAMAN,DAMAN,-,-,-,-,-,-,-,-,20.39511100,72.86333100,23-02-2021 08:30,"","","","","",""
221,DISCHARGE POINT OF DISTILLERY DAMAN,CPCB,24,Gujarat,441,DAMAN,DAMAN,-,-,-,-,-,-,-,-,20.39511100,72.86333100,25-03-2021 08:30,"","","","","",""
222,D/S OF M/S SURAT BEVERAGES VILLAGE DADRA SILVASSA,CPCB,24,Gujarat,462,Valsad,VALSAD,-,-,-,-,-,-,-,-,20.31223100,72.95376800,29-01-2021 08:30,"","","","","",""
223,D/S OF M/S SURAT BEVERAGES VILLAGE DADRA SILVASSA,CPCB,24,Gujarat,462,Valsad,VALSAD,-,-,-,-,-,-,-,-,20.31223100,72.95376800,23-02-2021 08:30,"","","","","",""
224,D/S OF M/S SURAT BEVERAGES VILLAGE DADRA SILVASSA,CPCB,24,Gujarat,462,Valsad,VALSAD,-,-,-,-,-,-,-,-,20.31223100,72.95376800,25-03-2021 08:30,"","","","","",""
225,GIDC DAHOD DAHOD,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84022500,74.25362500,05-04-2021 08:30,1888,Clear,"",1.5,"",""
226,GIDC DAHOD DAHOD,CPCB,24,Gujarat,445,Dohad,DOHAD,-,-,-,-,-,-,-,-,22.84022500,74.25362500,01-10-2021 08:30,1716,Clear,"",1.9,"",""
227,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,04-01-2021 08:30,396,"","","","",""
228,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,01-02-2021 08:30,424,"","","","",""
229,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,02-03-2021 08:30,460,"","","","",""
230,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,03-04-2021 08:30,373,"","","","",""
231,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,03-05-2021 08:30,638,"","","","",""
232,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,03-06-2021 08:30,443,"","","","",""
233,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,01-07-2021 08:30,335,"","","","",""
234,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,02-08-2021 08:30,502,"","","","",""
235,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,06-09-2021 08:30,580,"","","","",""
236,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,04-10-2021 08:30,646,"","","","",""
237,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,01-11-2021 08:30,641,"","","","",""
238,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,CPCB,24,Gujarat,450,Kheda,THASRA,-,-,-,-,-,-,-,-,22.75617500,73.14648600,01-12-2021 08:30,610,"","","","",""
239,GROUND WATER AT BHUJ,CPCB,24,Gujarat,449,Kachchh,BHUJ,-,-,-,-,-,-,-,-,23.24200000,69.66693300,01-04-2021 08:30,3180,Clear,"",73,"",""
240,GROUND WATER AT BHUJ,CPCB,24,Gujarat,449,Kachchh,BHUJ,-,-,-,-,-,-,-,-,23.24200000,69.66693300,01-10-2021 08:30,2940,Clear,"","","",""
