station_code,station_name,latitude,longitude,observation_timestamp,relative_humidity_pct,quality_code
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-28 22:00:00,73.38,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-28 22:00:00,71.38,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-28 22:00:00,75.13,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-28 22:00:00,71.13,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-28 22:00:00,72.14,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-28 23:00:00,74.52,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-28 23:00:00,75.36,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-28 23:00:00,75.55,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-28 23:00:00,75.51,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-28 23:00:00,76.88,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 00:00:00,78.11,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 00:00:00,78.48,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 00:00:00,80.37,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 00:00:00,77.39,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 00:00:00,80.55,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 01:00:00,79.82,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 01:00:00,74.12,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 01:00:00,79.87,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 01:00:00,82.31,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 01:00:00,80.68,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 02:00:00,79.77,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 02:00:00,78.92,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 02:00:00,83.27,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 02:00:00,80.17,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 02:00:00,77.65,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 03:00:00,79.73,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 03:00:00,77.79,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 03:00:00,74.79,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 03:00:00,79.51,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 03:00:00,79.6,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 04:00:00,77.3,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 04:00:00,77.31,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 04:00:00,78.26,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 04:00:00,76.64,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 04:00:00,75.75,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 05:00:00,73.02,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 05:00:00,74.82,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 05:00:00,76.13,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 05:00:00,71.11,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 05:00:00,76.59,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 06:00:00,71.9,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 06:00:00,71.31,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 06:00:00,75.44,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 06:00:00,74.82,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 06:00:00,73.57,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 07:00:00,66.81,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 07:00:00,71.28,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 07:00:00,66.82,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 07:00:00,68.27,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 07:00:00,69.36,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 08:00:00,60.79,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 08:00:00,65.49,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 08:00:00,63.33,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 08:00:00,64.07,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 08:00:00,62.62,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 09:00:00,63.24,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 09:00:00,60.42,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 09:00:00,61.13,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 09:00:00,64.37,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 09:00:00,63.03,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 10:00:00,57.61,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 10:00:00,56.06,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 10:00:00,56.04,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 10:00:00,58.37,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 10:00:00,55.63,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 11:00:00,50.62,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 11:00:00,52.83,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 11:00:00,55.2,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 11:00:00,53.14,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 11:00:00,56.46,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 12:00:00,50.7,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 12:00:00,51.63,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 12:00:00,50.47,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 12:00:00,51.73,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 12:00:00,49.75,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 13:00:00,53.11,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 13:00:00,52.46,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 13:00:00,47.83,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 13:00:00,52.58,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 13:00:00,53.32,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 14:00:00,51.15,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 14:00:00,52.41,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 14:00:00,50.19,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 14:00:00,51.28,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 14:00:00,50.98,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 15:00:00,48.66,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 15:00:00,52.24,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 15:00:00,51.24,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 15:00:00,48.39,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 15:00:00,47.25,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 16:00:00,52.55,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 16:00:00,51.72,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 16:00:00,49.51,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 16:00:00,54.44,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 16:00:00,52.93,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 17:00:00,55.32,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 17:00:00,54.7,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 17:00:00,51.94,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 17:00:00,52.25,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 17:00:00,56.84,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 18:00:00,57.95,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 18:00:00,55.39,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 18:00:00,57.31,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 18:00:00,58.48,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 18:00:00,56.45,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 19:00:00,61.53,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 19:00:00,63.18,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 19:00:00,64.61,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 19:00:00,57.52,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 19:00:00,62.93,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 20:00:00,66.0,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 20:00:00,65.65,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 20:00:00,63.24,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 20:00:00,65.87,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 20:00:00,63.96,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 21:00:00,69.74,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 21:00:00,69.79,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 21:00:00,71.41,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 21:00:00,70.5,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 21:00:00,65.06,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 22:00:00,72.6,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 22:00:00,75.14,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 22:00:00,69.55,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 22:00:00,72.26,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 22:00:00,73.17,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-29 23:00:00,71.09,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-29 23:00:00,76.29,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-29 23:00:00,74.36,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-29 23:00:00,75.94,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-29 23:00:00,76.06,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 00:00:00,77.48,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 00:00:00,77.98,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 00:00:00,75.9,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 00:00:00,77.75,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 00:00:00,76.84,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 01:00:00,80.23,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 01:00:00,79.56,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 01:00:00,77.37,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 01:00:00,77.91,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 01:00:00,77.91,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 02:00:00,79.84,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 02:00:00,80.25,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 02:00:00,79.8,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 02:00:00,80.26,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 02:00:00,78.9,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 03:00:00,77.88,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 03:00:00,76.74,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 03:00:00,78.75,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 03:00:00,78.23,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 03:00:00,84.09,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 04:00:00,82.04,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 04:00:00,78.95,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 04:00:00,76.19,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 04:00:00,77.82,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 04:00:00,78.52,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 05:00:00,71.22,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 05:00:00,75.55,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 05:00:00,72.95,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 05:00:00,74.94,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 05:00:00,73.89,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 06:00:00,72.3,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 06:00:00,71.6,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 06:00:00,72.91,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 06:00:00,74.0,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 06:00:00,73.62,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 07:00:00,72.59,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 07:00:00,67.94,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 07:00:00,71.68,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 07:00:00,66.86,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 07:00:00,65.37,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 08:00:00,66.06,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 08:00:00,68.01,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 08:00:00,63.38,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 08:00:00,66.05,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 08:00:00,63.42,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 09:00:00,63.3,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 09:00:00,63.21,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 09:00:00,61.84,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 09:00:00,58.85,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 09:00:00,61.91,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 10:00:00,54.14,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 10:00:00,57.5,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 10:00:00,55.89,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 10:00:00,57.7,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 10:00:00,57.57,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 11:00:00,54.68,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 11:00:00,51.31,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 11:00:00,52.04,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 11:00:00,57.95,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 11:00:00,56.07,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 12:00:00,52.6,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 12:00:00,48.93,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 12:00:00,52.63,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 12:00:00,52.72,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 12:00:00,51.14,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 13:00:00,48.15,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 13:00:00,49.19,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 13:00:00,52.53,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 13:00:00,52.03,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 13:00:00,52.47,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 14:00:00,51.14,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 14:00:00,48.16,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 14:00:00,46.66,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 14:00:00,49.87,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 14:00:00,51.93,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 15:00:00,52.52,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 15:00:00,48.45,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 15:00:00,51.17,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 15:00:00,49.05,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 15:00:00,49.96,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 16:00:00,49.46,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 16:00:00,53.42,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 16:00:00,53.02,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 16:00:00,49.64,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 16:00:00,51.38,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 17:00:00,51.29,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 17:00:00,51.0,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 17:00:00,51.76,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 17:00:00,54.42,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 17:00:00,53.36,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 18:00:00,57.59,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 18:00:00,56.42,PASSED_QC
NWDP-GJ-003,Bhavnagar Coastal Met Station,21.7645,72.1519,2026-01-30 18:00:00,59.06,PASSED_QC
NWDP-GJ-004,Rajkot Inland Sensor Node,22.3039,70.8022,2026-01-30 18:00:00,56.78,PASSED_QC
NWDP-GJ-005,Surat Deltaic Monitoring Station,21.1702,72.8311,2026-01-30 18:00:00,59.69,PASSED_QC
NWDP-GJ-001,Gandhinagar Hydro-Met Station,23.22,72.65,2026-01-30 19:00:00,60.15,PASSED_QC
NWDP-GJ-002,Ahmedabad Weather Observatory,23.0225,72.5714,2026-01-30 19:00:00,62.29,PASSED_QC
